One_digit_id,Epitope_Convergence_Group_Interface_G_100_epi_SG100AB,Epitope_Convergence_Group_Interface_G_100_epi_SG95AB,Epitope_Convergence_Group_Interface_G_100_epi_SG80AB,Epitope_Convergence_Group_Interface_G_95_epi_SG100AB,Epitope_Convergence_Group_Interface_G_95_epi_SG95AB,Epitope_Convergence_Group_Interface_G_95_epi_SG80AB
9cyi_0,-1,-1,-1,-1,-1,-1
9cyj_0,-1,-1,-1,-1,-1,-1
9bqw_0,-1,-1,-1,-1,-1,-1
9j9z_0,-1,-1,-1,-1,-1,-1
8yot_0,-1,-1,-1,-1,-1,-1
9cu5_2,-1,-1,-1,-1,-1,-1
9cu5_3,-1,-1,-1,-1,-1,-1
9cy4_0,-1,-1,-1,-1,-1,-1
9lyo_2,-1,-1,-1,-1,-1,-1
9fr4_0,-1,-1,-1,-1,-1,-1
8slb_0,-1,-1,-1,-1,-1,-1
8tmc_0,-1,-1,-1,-1,-1,-1
9dvq_0,-1,-1,-1,-1,-1,-1
9dvr_0,-1,-1,-1,-1,-1,-1
8zr4_0,-1,-1,-1,-1,-1,-1
7scn_0,-1,-1,-1,-1,-1,-1
9b2m_1,-1,-1,-1,-1,-1,-1
9bt8_0,-1,-1,-1,-1,-1,-1
8wvg_0,-1,-1,-1,-1,-1,-1
8ulf_0,-1,-1,-1,-1,-1,-1
8qw4_0,-1,-1,-1,-1,-1,-1
8tr3_0,-1,-1,-1,-1,-1,-1
8wsn_0,216,80,-1,231,86,-1
5y11_0,216,80,-1,231,86,-1
8wsp_0,-1,-1,-1,-1,-1,-1
7kde_1,-1,-1,-1,-1,-1,-1
7kde_5,-1,-1,-1,-1,-1,-1
8sw4_0,-1,-1,-1,-1,-1,-1
8sw4_1,217,-1,-1,232,-1,-1
8sw4_2,217,-1,-1,232,-1,-1
9mi0_1,-1,-1,-1,-1,-1,-1
9mi0_3,-1,-1,-1,-1,-1,-1
9mi0_5,-1,-1,-1,-1,-1,-1
9mib_0,-1,-1,-1,-1,-1,-1
9mib_2,-1,-1,-1,-1,-1,-1
9mib_4,-1,-1,-1,-1,-1,-1
9mih_1,-1,-1,-1,-1,-1,-1
8wnp_0,218,-1,-1,233,-1,-1
8wnu_0,218,-1,-1,233,-1,-1
8wo4_1,218,-1,-1,233,-1,-1
8iuy_0,-1,-1,-1,-1,-1,-1
8iuz_0,-1,-1,-1,-1,-1,-1
8iv0_0,-1,-1,-1,-1,-1,-1
8omz_0,-1,-1,-1,-1,-1,-1
8oo1_0,-1,-1,-1,-1,-1,-1
8j6f_0,-1,-1,-1,-1,-1,-1
8jxv_0,-1,-1,-1,-1,-1,-1
8ozb_1,-1,-1,-1,-1,-1,-1
8g78_2,-1,-1,-1,-1,-1,-1
8g78_3,-1,-1,-1,-1,-1,-1
8i7w_0,-1,-1,-1,-1,-1,-1
8hpv_0,-1,-1,-1,-1,-1,-1
8hpv_1,-1,-1,-1,-1,-1,-1
8hpv_2,-1,-1,-1,-1,-1,-1
8hpv_3,-1,-1,-1,-1,-1,-1
8hpv_4,-1,-1,-1,-1,-1,-1
8hpv_5,-1,-1,-1,-1,-1,-1
7w57_0,-1,-1,-1,234,-1,-1
8jgf_0,-1,-1,-1,234,-1,-1
8j9k_0,-1,-1,-1,-1,-1,-1
8pvb_0,-1,-1,-1,-1,-1,-1
6qfa_4,-1,-1,-1,-1,-1,-1
8evi_1,-1,-1,-1,-1,-1,-1
8evj_1,-1,-1,-1,-1,-1,-1
8gje_0,-1,-1,-1,-1,-1,-1
6gdg_0,-1,-1,-1,-1,-1,-1
7d7m_0,-1,-1,-1,-1,-1,-1
7p00_0,219,-1,-1,235,-1,-1
7xwo_0,219,-1,-1,235,-1,-1
8hj2_0,-1,-1,-1,-1,-1,-1
8hqm_0,-1,-1,-1,-1,-1,-1
8hqn_0,-1,-1,-1,236,-1,-1
8i9l_0,-1,-1,-1,236,-1,-1
8ij3_0,-1,-1,-1,236,-1,-1
8ijb_0,-1,-1,-1,236,-1,-1
8ijd_0,-1,-1,-1,236,-1,-1
8irs_0,-1,-1,-1,-1,-1,-1
8irt_0,-1,-1,-1,-1,-1,-1
8jd6_0,220,-1,-1,237,-1,-1
8iw7_0,220,-1,-1,237,-1,-1
8k6n_0,-1,-1,-1,-1,-1,-1
8p12_0,-1,-1,-1,-1,-1,-1
8sg1_0,-1,-1,-1,-1,-1,-1
8tb0_0,-1,-1,-1,-1,-1,-1
8uh3_0,221,-1,-1,238,-1,-1
8yh2_0,221,-1,-1,238,-1,-1
8yh3_0,221,-1,-1,238,-1,-1
8yh5_0,221,-1,-1,238,-1,-1
8yh6_0,221,-1,-1,238,-1,-1
9d0a_0,221,-1,-1,238,-1,-1
9d4z_0,221,-1,-1,238,-1,-1
8zjg_0,221,-1,-1,238,-1,-1
8wca_0,221,-1,-1,238,-1,-1
8xgo_0,221,-1,-1,238,-1,-1
8xgs_0,221,-1,-1,238,-1,-1
9ee8_0,-1,-1,-1,-1,-1,-1
9ee9_0,-1,-1,-1,-1,-1,-1
9eea_0,-1,-1,-1,-1,-1,-1
9izc_0,222,-1,-1,239,-1,-1
9iy8_0,222,-1,-1,239,-1,-1
9izh_0,-1,-1,-1,-1,-1,-1
9j8z_0,-1,-1,-1,-1,-1,-1
9k27_0,-1,-1,-1,-1,-1,-1
7k78_0,-1,-1,-1,-1,-1,-1
8dp0_0,-1,-1,-1,-1,-1,-1
8dul_0,-1,-1,-1,-1,-1,-1
8dun_2,-1,-1,-1,-1,-1,-1
8fxs_0,-1,-1,-1,-1,-1,-1
8i10_0,-1,-1,-1,-1,-1,-1
8bf4_0,-1,-1,-1,-1,-1,-1
8bf4_1,-1,-1,-1,-1,-1,-1
7uia_0,-1,-1,-1,-1,-1,-1
7uib_0,-1,-1,-1,-1,-1,-1
7uie_0,-1,-1,-1,-1,-1,-1
7xdl_2,-1,-1,-1,-1,-1,-1
7xdl_4,-1,-1,-1,-1,-1,-1
7e9q_0,-1,-1,-1,-1,-1,-1
7e9o_0,-1,-1,-1,-1,-1,-1
9bj4_0,-1,-1,-1,-1,-1,-1
8f5n_0,-1,-1,-1,-1,-1,-1
7epx_0,-1,-1,-1,-1,-1,-1
7ew4_0,-1,-1,-1,-1,-1,-1
7bq5_0,-1,-1,-1,-1,-1,-1
7eo2_0,223,-1,-1,240,-1,-1
7x2v_0,223,-1,-1,240,-1,-1
5f3b_1,-1,-1,-1,-1,-1,-1
5f3h_3,-1,-1,-1,-1,-1,-1
4h88_0,-1,-1,-1,-1,-1,-1
4idj_0,-1,-1,-1,-1,-1,-1
6vzi_0,-1,-1,-1,-1,-1,-1
4kdt_0,-1,-1,-1,-1,-1,-1
6o25_2,-1,-1,-1,-1,-1,-1
7whk_3,-1,-1,-1,-1,-1,-1
7whk_4,-1,-1,-1,-1,-1,-1
4hem_2,-1,-1,-1,-1,-1,-1
4hep_0,-1,-1,-1,-1,-1,-1
4ios_0,-1,-1,-1,-1,-1,-1
4dqo_0,-1,-1,-1,-1,-1,-1
7enf_0,-1,-1,-1,-1,-1,-1
7k90_0,-1,-1,-1,-1,-1,-1
7l3n_0,-1,-1,-1,-1,-1,-1
6wix_1,-1,-1,-1,-1,-1,-1
7lf7_0,-1,-1,-1,-1,-1,-1
7lfa_1,-1,-1,-1,-1,-1,-1
7lfb_0,-1,-1,-1,-1,-1,-1
6woq_2,-1,-1,-1,-1,-1,-1
6woq_3,-1,-1,-1,-1,-1,-1
6by2_0,-1,-1,-1,-1,-1,-1
7fg3_0,-1,-1,-1,-1,-1,-1
3k3q_0,-1,-1,-1,-1,-1,-1
5td8_0,-1,-1,-1,-1,-1,-1
7cac_0,-1,-1,-1,-1,-1,-1
7d2z_0,-1,-1,-1,-1,-1,-1
7d30_0,-1,-1,-1,-1,-1,-1
7f46_0,-1,-1,-1,-1,-1,-1
7t01_0,-1,-1,-1,-1,-1,-1
7vnb_0,-1,-1,-1,-1,-1,-1
7x93_0,-1,-1,-1,-1,-1,-1
7zcf_0,-1,-1,-1,-1,-1,-1
8cwk_0,-1,-1,-1,-1,-1,-1
8cwk_1,-1,-1,-1,-1,-1,-1
6p65_0,-1,-1,-1,-1,-1,-1
7ew3_0,224,-1,-1,241,-1,-1
7y65_0,224,-1,-1,241,-1,-1
7ew2_0,224,-1,-1,241,-1,-1
7yae_0,-1,-1,-1,241,-1,-1
2hlf_1,-1,-1,-1,-1,-1,-1
4i3r_0,-1,-1,-1,-1,-1,-1
4i3s_0,-1,-1,-1,-1,-1,-1
1tqc_0,-1,-1,-1,-1,-1,-1
6ukj_0,-1,-1,-1,-1,-1,-1
4ybq_0,-1,-1,-1,-1,-1,-1
7wq4_0,-1,-1,-1,-1,-1,-1
4jr9_0,-1,-1,-1,-1,-1,-1
1iqd_0,-1,-1,-1,-1,-1,-1
7lr3_1,-1,-1,-1,-1,-1,-1
7lr4_1,-1,-1,-1,-1,-1,-1
6x4g_0,-1,-1,-1,-1,-1,-1
6x4t_0,-1,-1,-1,-1,-1,-1
6v7y_0,-1,-1,-1,-1,-1,-1
6v80_0,-1,-1,-1,-1,-1,-1
8sos_0,-1,-1,-1,-1,-1,-1
6cmi_0,-1,-1,-1,-1,-1,-1
6cmg_0,-1,-1,-1,-1,-1,-1
6vy4_1,-1,-1,-1,-1,-1,-1
6vy6_0,-1,-1,-1,-1,-1,-1
7syy_0,-1,-1,-1,-1,-1,-1
7syz_0,-1,-1,-1,-1,-1,-1
2xt1_0,-1,-1,-1,-1,-1,-1
2xxm_0,-1,-1,-1,-1,-1,-1
2xv6_1,-1,-1,-1,-1,-1,-1
5o2u_1,-1,-1,-1,-1,-1,-1
7rk1_1,-1,-1,-1,-1,-1,-1
7rk2_1,-1,-1,-1,-1,-1,-1
4mqs_0,-1,-1,-1,-1,-1,-1
6erx_0,225,-1,-1,242,-1,-1
6fxn_1,225,-1,-1,242,-1,-1
3rvv_0,-1,-1,-1,-1,-1,-1
9mvu_2,-1,-1,-1,-1,-1,-1
9iw2_0,-1,-1,-1,-1,-1,-1
9ei9_1,-1,-1,-1,-1,-1,-1
9fg1_1,-1,-1,-1,-1,-1,-1
9f91_1,-1,-1,-1,-1,-1,-1
8rtf_0,-1,-1,-1,-1,-1,-1
8rvr_0,-1,-1,-1,-1,-1,-1
8u1p_0,-1,-1,-1,-1,-1,-1
8u1p_1,-1,-1,-1,-1,-1,-1
8utd_0,-1,-1,-1,-1,-1,-1
8z6s_0,-1,-1,-1,-1,-1,-1
8z6t_0,-1,-1,-1,-1,-1,-1
9ctj_0,-1,-1,-1,-1,-1,-1
8xt9_0,-1,-1,-1,-1,-1,-1
8sja_2,-1,-1,-1,-1,-1,-1
9dx6_0,-1,-1,-1,-1,-1,-1
8vh1_0,-1,-1,-1,-1,-1,-1
8zoy_0,-1,-1,-1,-1,-1,-1
8euu_0,226,-1,-1,243,-1,-1
8euv_0,226,-1,-1,243,-1,-1
8euw_0,226,-1,-1,243,-1,-1
8tkc_0,-1,-1,-1,-1,-1,-1
8tl2_1,-1,-1,-1,-1,-1,-1
8tl3_0,-1,-1,-1,-1,-1,-1
8tl4_0,-1,-1,-1,-1,-1,-1
8dbz_0,-1,-1,-1,-1,-1,-1
8dbz_1,-1,-1,-1,-1,-1,-1
8jr3_1,-1,-1,-1,-1,-1,-1
7xtc_0,-1,-1,-1,-1,-1,-1
8zr5_0,-1,-1,-1,-1,-1,-1
8vue_2,-1,-1,-1,-1,-1,-1
8smp_0,-1,-1,-1,-1,-1,-1
8pnu_3,-1,-1,-1,-1,-1,-1
8pnv_0,-1,-1,-1,-1,-1,-1
8st1_0,-1,-1,-1,-1,-1,-1
8g73_1,-1,-1,-1,-1,-1,-1
8g74_1,-1,-1,-1,-1,-1,-1
8g75_2,-1,-1,-1,-1,-1,-1
8jhc_0,-1,-1,-1,-1,-1,-1
8w8r_0,-1,-1,-1,-1,-1,-1
7re7_0,-1,-1,-1,-1,-1,-1
8fjb_0,-1,-1,-1,-1,-1,-1
8u4v_0,-1,-1,-1,-1,-1,-1
7ukl_1,-1,-1,-1,-1,-1,-1
8t07_0,-1,-1,-1,-1,-1,-1
8dok_3,-1,-1,-1,-1,-1,-1
7yc5_0,-1,-1,-1,-1,-1,-1
7yc5_1,-1,-1,-1,-1,-1,-1
7yc5_2,-1,-1,-1,-1,-1,-1
7yc5_3,-1,-1,-1,-1,-1,-1
7yc5_4,-1,-1,-1,-1,-1,-1
7yc5_5,-1,-1,-1,-1,-1,-1
7u0j_0,-1,-1,-1,-1,-1,-1
8dk5_0,-1,-1,-1,-1,-1,-1
8evg_1,-1,-1,-1,-1,-1,-1
8evh_1,-1,-1,-1,-1,-1,-1
8sps_0,-1,-1,-1,-1,-1,-1
8spu_0,-1,-1,-1,-1,-1,-1
8h08_0,-1,-1,-1,-1,-1,-1
8h08_1,-1,-1,-1,-1,-1,-1
8f60_0,-1,-1,-1,-1,-1,-1
7nx8_0,-1,-1,-1,-1,-1,-1
7nx8_1,-1,-1,-1,-1,-1,-1
7k84_0,-1,-1,-1,-1,-1,-1
3ncy_0,-1,-1,-1,-1,-1,-1
7k8z_0,-1,-1,-1,-1,-1,-1
1nby_0,-1,-1,-1,-1,-1,-1
7fae_2,-1,-1,-1,-1,-1,-1
7faf_0,-1,-1,-1,-1,-1,-1
7q9m_0,-1,-1,-1,-1,-1,-1
3w2d_0,-1,-1,-1,-1,-1,-1
4rgo_0,-1,-1,-1,-1,-1,-1
8ybn_0,-1,-1,-1,-1,-1,-1
8ybp_0,-1,-1,-1,-1,-1,-1
3mxw_0,227,-1,-1,244,-1,-1
8z2v_0,227,-1,-1,244,-1,-1
8z39_0,227,-1,-1,244,-1,-1
8z3a_0,227,-1,-1,244,-1,-1
8yyz_0,227,-1,-1,244,-1,-1
4cmh_0,-1,-1,-1,-1,-1,-1
7dha_0,-1,-1,-1,-1,-1,-1
9goy_0,-1,-1,-1,-1,-1,-1
1xcq_3,-1,-1,-1,-1,-1,-1
6gff_0,-1,-1,-1,-1,-1,-1
7d3r_0,-1,-1,-1,-1,-1,-1
5mp2_1,-1,-1,-1,-1,-1,-1
4p59_0,-1,-1,-1,-1,-1,-1
6os2_0,-1,-1,-1,-1,-1,-1
2qqk_0,-1,-1,-1,-1,-1,-1
8ivx_0,-1,-1,-1,-1,-1,-1
1rvf_0,-1,-1,-1,-1,-1,-1
5w3l_0,-1,-1,-1,-1,-1,-1
5w3e_0,-1,-1,-1,-1,-1,-1
5w3m_0,-1,-1,-1,-1,-1,-1
6n4y_3,-1,-1,-1,-1,-1,-1
7kqi_0,-1,-1,-1,-1,-1,-1
3ux9_0,-1,-1,-1,-1,-1,-1
7joo_0,-1,-1,-1,-1,-1,-1
5sv3_1,-1,-1,-1,-1,-1,-1
5kzc_2,-1,-1,-1,-1,-1,-1
6knm_0,-1,-1,-1,-1,-1,-1
6ion_0,-1,-1,-1,-1,-1,-1
3u4e_0,-1,-1,-1,-1,-1,-1
5ezo_0,-1,-1,-1,-1,-1,-1
7s6l_0,-1,-1,-1,-1,-1,-1
6quz_0,-1,-1,-1,-1,-1,-1
5vgj_0,-1,-1,-1,-1,-1,-1
6p8m_0,-1,-1,-1,-1,-1,-1
3f5w_0,-1,-1,-1,-1,-1,-1
3f7v_0,-1,-1,-1,-1,-1,-1
3uzq_0,-1,-1,-1,-1,-1,-1
7sqo_0,-1,-1,-1,-1,-1,-1
7lkh_0,-1,-1,-1,-1,-1,-1
7wf7_0,-1,-1,-1,-1,-1,-1
8gat_0,-1,-1,-1,-1,-1,-1
8gau_0,-1,-1,-1,-1,-1,-1
8gau_1,-1,-1,-1,-1,-1,-1
9md2_0,-1,-1,-1,-1,-1,-1
9md3_0,-1,-1,-1,-1,-1,-1
9md4_0,-1,-1,-1,-1,-1,-1
9md5_0,-1,-1,-1,-1,-1,-1
9md6_0,-1,-1,-1,-1,-1,-1
9k0n_0,-1,-1,-1,-1,-1,-1
9k0c_0,-1,-1,-1,-1,-1,-1
9k0o_0,-1,-1,-1,-1,-1,-1
9k1b_0,-1,-1,-1,-1,-1,-1
9k1f_0,-1,-1,-1,-1,-1,-1
9k1i_0,-1,-1,-1,-1,-1,-1
9k1v_0,-1,-1,-1,-1,-1,-1
9k1x_0,-1,-1,-1,-1,-1,-1
9k1z_0,-1,-1,-1,-1,-1,-1
9k21_0,-1,-1,-1,-1,-1,-1
5l8k_0,-1,-1,-1,-1,-1,-1
5l8l_0,-1,-1,-1,-1,-1,-1
9jd0_1,-1,-1,-1,-1,-1,-1
9jd1_0,-1,-1,-1,-1,-1,-1
9u8g_0,-1,-1,-1,-1,-1,-1
9h39_0,-1,-1,-1,-1,-1,-1
9dm7_0,-1,-1,-1,-1,-1,-1
9ip7_0,-1,-1,-1,-1,-1,-1
9gf8_0,-1,-1,-1,-1,-1,-1
9gu0_0,-1,-1,-1,-1,-1,-1
9f02_0,-1,-1,-1,-1,-1,-1
9dmj_1,-1,-1,-1,-1,-1,-1
9dmq_0,-1,-1,-1,-1,-1,-1
7qbf_0,-1,-1,-1,-1,-1,-1
7tpr_0,-1,-1,-1,-1,-1,-1
7tpr_1,-1,-1,-1,-1,-1,-1
7tpr_2,-1,-1,-1,-1,-1,-1
7tpr_3,-1,-1,-1,-1,-1,-1
7tpr_4,-1,-1,-1,-1,-1,-1
3q3g_3,-1,-1,-1,-1,-1,-1
3ejz_0,-1,-1,-1,-1,-1,-1
6z3p_0,-1,-1,-1,-1,-1,-1
6z3q_0,-1,-1,-1,-1,-1,-1
3bn9_1,-1,-1,-1,-1,-1,-1
3nps_0,-1,-1,-1,-1,-1,-1
3so3_0,-1,-1,-1,-1,-1,-1
7ns6_4,-1,-1,-1,-1,-1,-1
6de7_0,-1,-1,-1,-1,-1,-1
5tqq_0,-1,-1,-1,-1,-1,-1
5tr1_1,-1,-1,-1,-1,-1,-1
6ruv_1,-1,-1,-1,-1,-1,-1
7qnb_0,-1,-1,-1,-1,-1,-1
6k5i_1,-1,-1,-1,-1,-1,-1
6k5a_1,-1,-1,-1,-1,-1,-1
5esz_0,-1,-1,-1,-1,-1,-1
7uar_1,-1,-1,-1,-1,-1,-1
7whi_0,-1,-1,-1,-1,-1,-1
5h8o_0,-1,-1,-1,-1,-1,-1
6iap_0,-1,-1,-1,-1,-1,-1
6iap_1,-1,-1,-1,-1,-1,-1
6jhq_0,-1,-1,-1,-1,-1,-1
6jhr_0,-1,-1,-1,-1,-1,-1
6jhs_0,-1,-1,-1,-1,-1,-1
6jht_0,-1,-1,-1,-1,-1,-1
6qv1_0,-1,-1,-1,-1,-1,-1
6qv2_1,-1,-1,-1,-1,-1,-1
3k74_0,-1,-1,-1,-1,-1,-1
4eig_0,-1,-1,-1,-1,-1,-1
4eiz_1,-1,-1,-1,-1,-1,-1
4ej1_1,-1,-1,-1,-1,-1,-1
4fhb_0,-1,-1,-1,-1,-1,-1
4i13_0,-1,-1,-1,-1,-1,-1
4i1n_0,-1,-1,-1,-1,-1,-1
6wzt_0,-1,-1,-1,-1,-1,-1
7ce2_0,-1,-1,-1,-1,-1,-1
4x7d_1,-1,-1,-1,-1,-1,-1
6ewb_1,-1,-1,-1,-1,-1,-1
7jie_1,-1,-1,-1,-1,-1,-1
8en4_1,-1,-1,-1,-1,-1,-1
8vkx_0,-1,-1,-1,-1,-1,-1
3kj4_0,-1,-1,-1,-1,-1,-1
7xic_1,-1,-1,-1,-1,-1,-1
3gi8_0,-1,-1,-1,-1,-1,-1
6ww5_0,-1,-1,-1,-1,-1,-1
3vg9_0,-1,-1,-1,-1,-1,-1
3vga_0,-1,-1,-1,-1,-1,-1
6tko_0,-1,-1,-1,-1,-1,-1
6a96_0,-1,-1,-1,245,87,-1
9ffn_0,-1,-1,-1,245,87,-1
9ffq_0,-1,-1,-1,245,87,-1
9ffr_0,-1,-1,-1,245,87,-1
9ffs_0,-1,-1,-1,245,87,-1
9ffu_0,-1,-1,-1,245,87,-1
9ffl_0,-1,-1,-1,245,87,-1
9ffm_0,-1,-1,-1,245,87,-1
8zw0_0,-1,-1,-1,-1,-1,-1
9btl_0,-1,-1,-1,-1,-1,-1
9dmt_0,-1,-1,-1,-1,-1,-1
9dru_0,-1,-1,-1,-1,-1,-1
9bjg_0,-1,-1,-1,-1,-1,-1
8tq4_1,-1,-1,-1,-1,-1,-1
8w5d_0,-1,-1,-1,-1,-1,-1
8w5e_0,-1,-1,-1,-1,-1,-1
8w5f_0,-1,-1,-1,-1,-1,-1
8w5g_0,-1,-1,-1,-1,-1,-1
8w5m_0,-1,-1,-1,-1,-1,-1
8w5p_0,-1,-1,-1,-1,-1,-1
8w5q_0,-1,-1,-1,-1,-1,-1
7nxx_0,-1,-1,-1,-1,-1,-1
8k33_0,-1,-1,-1,-1,-1,-1
8k3a_0,-1,-1,-1,-1,-1,-1
8k3l_3,-1,-1,-1,-1,-1,-1
8yaf_0,-1,-1,-1,-1,-1,-1
8yaf_2,-1,-1,-1,-1,-1,-1
8yaf_3,-1,-1,-1,-1,-1,-1
8yaf_4,-1,-1,-1,-1,-1,-1
8yaf_5,-1,-1,-1,-1,-1,-1
8yaf_6,-1,-1,-1,-1,-1,-1
8yaf_7,-1,-1,-1,-1,-1,-1
8yaf_8,-1,-1,-1,-1,-1,-1
8yaf_9,-1,-1,-1,-1,-1,-1
8yat_0,-1,-1,-1,-1,-1,-1
8yat_2,-1,-1,-1,-1,-1,-1
8yat_3,-1,-1,-1,-1,-1,-1
8yat_4,-1,-1,-1,-1,-1,-1
8yat_5,-1,-1,-1,-1,-1,-1
8yat_6,-1,-1,-1,-1,-1,-1
8yat_7,-1,-1,-1,-1,-1,-1
8yat_8,-1,-1,-1,-1,-1,-1
8yat_9,-1,-1,-1,-1,-1,-1
6hxw_1,-1,-1,-1,-1,-1,-1
8znz_0,-1,-1,-1,-1,-1,-1
8znz_1,-1,-1,-1,-1,-1,-1
8znz_2,-1,-1,-1,-1,-1,-1
8znz_3,-1,-1,-1,-1,-1,-1
9ljj_0,-1,-1,-1,-1,-1,-1
8yxi_0,-1,-1,-1,-1,-1,-1
8zhq_0,-1,-1,-1,-1,-1,-1
8zhq_1,-1,-1,-1,-1,-1,-1
5u1f_0,-1,-1,-1,-1,-1,-1
8fk5_0,-1,-1,-1,-1,-1,-1
8flw_0,-1,-1,-1,-1,-1,-1
9d3d_0,-1,-1,-1,-1,-1,-1
9ekf_2,-1,-1,-1,-1,-1,-1
8wyj_0,-1,-1,-1,-1,-1,-1
8wyj_1,-1,-1,-1,-1,-1,-1
8wyj_2,-1,-1,-1,-1,-1,-1
8wyj_3,-1,-1,-1,-1,-1,-1
8wyj_4,-1,-1,-1,-1,-1,-1
8wyj_5,-1,-1,-1,-1,-1,-1
9fww_0,-1,-1,-1,-1,-1,-1
8v5s_0,-1,-1,-1,-1,-1,-1
9ato_1,-1,-1,-1,-1,-1,-1
8jxr_1,-1,-1,-1,-1,-1,-1
8jxs_1,-1,-1,-1,-1,-1,-1
9ber_1,-1,-1,-1,-1,-1,-1
8pmx_0,-1,-1,-1,-1,-1,-1
8txp_0,228,-1,-1,246,-1,-1
8txm_0,228,-1,-1,246,-1,-1
8jmm_2,-1,-1,-1,-1,-1,-1
8jmm_0,-1,-1,-1,-1,-1,-1
8jmm_3,-1,-1,-1,-1,-1,-1
8jmm_4,-1,-1,-1,-1,-1,-1
8jmm_5,-1,-1,-1,-1,-1,-1
8jmm_6,-1,-1,-1,-1,-1,-1
8jmm_7,-1,-1,-1,-1,-1,-1
8jmm_8,-1,-1,-1,-1,-1,-1
8jmm_9,-1,-1,-1,-1,-1,-1
8qz2_0,-1,-1,-1,-1,-1,-1
8qz3_2,-1,-1,-1,-1,-1,-1
8f92_5,-1,-1,-1,-1,-1,-1
8f92_1,-1,-1,-1,-1,-1,-1
8f92_3,-1,-1,-1,-1,-1,-1
6xgc_2,-1,-1,-1,-1,-1,-1
8ut4_0,229,81,-1,247,88,-1
8ut5_0,229,81,-1,247,88,-1
8y6i_0,-1,-1,-1,-1,-1,-1
8gkl_0,-1,-1,-1,-1,-1,-1
8g70_1,-1,-1,-1,-1,-1,-1
8g70_2,-1,-1,-1,-1,-1,-1
8g70_3,-1,-1,-1,-1,-1,-1
8g70_4,-1,-1,-1,-1,-1,-1
8g70_6,-1,-1,-1,-1,-1,-1
8g70_8,-1,-1,-1,-1,-1,-1
8g76_1,-1,-1,-1,-1,-1,-1
8g77_0,-1,-1,-1,-1,-1,-1
8hpq_0,-1,-1,-1,-1,-1,-1
8hpq_1,-1,-1,-1,-1,-1,-1
8hpq_2,-1,-1,-1,-1,-1,-1
8hpq_3,-1,-1,-1,-1,-1,-1
8hpq_4,-1,-1,-1,-1,-1,-1
8hpq_5,-1,-1,-1,-1,-1,-1
8i4f_0,-1,-1,-1,-1,-1,-1
8d50_1,-1,-1,-1,-1,-1,-1
8j5j_0,-1,-1,-1,-1,-1,-1
7zox_0,-1,-1,-1,-1,-1,-1
7zox_1,-1,-1,-1,-1,-1,-1
8s9g_0,-1,-1,-1,-1,-1,-1
8j7u_1,-1,-1,-1,-1,-1,-1
8j7y_0,-1,-1,-1,-1,-1,-1
6dzt_1,-1,-1,-1,-1,-1,-1
8sr0_0,-1,-1,-1,-1,-1,-1
8dzw_1,-1,-1,-1,-1,-1,-1
8b1h_0,-1,-1,-1,-1,-1,-1
8b1i_0,-1,-1,-1,-1,-1,-1
8b1j_0,-1,-1,-1,-1,-1,-1
8b1k_0,-1,-1,-1,-1,-1,-1
8b17_0,-1,-1,-1,-1,-1,-1
8b18_0,-1,-1,-1,-1,-1,-1
8b19_0,-1,-1,-1,-1,-1,-1
8b1a_0,-1,-1,-1,-1,-1,-1
8b1b_0,-1,-1,-1,-1,-1,-1
8b1c_0,-1,-1,-1,-1,-1,-1
8b1d_0,-1,-1,-1,-1,-1,-1
8b1e_0,-1,-1,-1,-1,-1,-1
8b1f_0,-1,-1,-1,-1,-1,-1
8b1g_0,-1,-1,-1,-1,-1,-1
6mb3_0,-1,-1,-1,-1,-1,-1
6mb3_1,-1,-1,-1,-1,-1,-1
6mb3_2,-1,-1,-1,-1,-1,-1
6mb3_3,-1,-1,-1,-1,-1,-1
6mb3_4,-1,-1,-1,-1,-1,-1
6mb3_5,-1,-1,-1,-1,-1,-1
6mb3_6,-1,-1,-1,-1,-1,-1
6mb3_7,-1,-1,-1,-1,-1,-1
6mb3_8,-1,-1,-1,-1,-1,-1
6mhg_0,-1,-1,-1,-1,-1,-1
6mhg_2,-1,-1,-1,-1,-1,-1
6mhg_3,-1,-1,-1,-1,-1,-1
6mhg_4,-1,-1,-1,-1,-1,-1
6mhg_5,-1,-1,-1,-1,-1,-1
6mhg_6,-1,-1,-1,-1,-1,-1
6mhg_7,-1,-1,-1,-1,-1,-1
6mhg_8,-1,-1,-1,-1,-1,-1
6mhg_9,-1,-1,-1,-1,-1,-1
8dyw_0,-1,-1,-1,-1,-1,-1
8dyw_1,-1,-1,-1,-1,-1,-1
8dyw_2,-1,-1,-1,-1,-1,-1
8dyw_3,-1,-1,-1,-1,-1,-1
8dyw_4,-1,-1,-1,-1,-1,-1
8dyw_5,-1,-1,-1,-1,-1,-1
8dyw_6,-1,-1,-1,-1,-1,-1
8dyw_7,-1,-1,-1,-1,-1,-1
8dyw_8,-1,-1,-1,-1,-1,-1
8dyw_9,-1,-1,-1,-1,-1,-1
8dyx_0,-1,-1,-1,-1,-1,-1
8dyx_2,-1,-1,-1,-1,-1,-1
8dyx_3,-1,-1,-1,-1,-1,-1
8dyx_4,-1,-1,-1,-1,-1,-1
8dyx_5,-1,-1,-1,-1,-1,-1
8dyx_6,-1,-1,-1,-1,-1,-1
8dyx_7,-1,-1,-1,-1,-1,-1
8dyx_8,-1,-1,-1,-1,-1,-1
